정류소ID,업체명,노선번호,노선유형,전체 승차 건수,초승 건수,환승 건수,전체 하차 건수,하차 건수,미태그 건수,정류장유형,환승역타입,위치(동),쉘터,BIS설치여부,LED,LCD,LED+LCD복합형,알뜰형,임대형(음성),lon,lat,정류소/정류장명,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201000032,수원여객,13,일반형시내버스,3122,1308,1814,10423,10423,0,"시내,마을",일반,경기도 수원시 서둔동,1.0,1.0,1.0,,,,,126.9844315,37.27366936,농촌진흥청,33.44,30.91,26.020000000000003,23.16,24.38,32.99,58.66,92.57,145.72,110.03,100.2,102.15,105.59,112.8,112.87,118.12,121.7,133.21,134.97,115.79,95.49,81.85,68.56,46.95
201000032,수원여객,7,일반형시내버스,1967,778,1189,5087,5087,0,"시내,마을",일반,경기도 수원시 서둔동,1.0,1.0,1.0,,,,,126.9844315,37.27366936,농촌진흥청,33.44,30.91,26.020000000000003,23.16,24.38,32.99,58.66,92.57,145.72,110.03,100.2,102.15,105.59,112.8,112.87,118.12,121.7,133.21,134.97,115.79,95.49,81.85,68.56,46.95
201000032,용남고속,9,일반형시내버스,2033,690,1343,3548,3548,0,"시내,마을",일반,경기도 수원시 서둔동,1.0,1.0,1.0,,,,,126.9844315,37.27366936,농촌진흥청,33.44,30.91,26.020000000000003,23.16,24.38,32.99,58.66,92.57,145.72,110.03,100.2,102.15,105.59,112.8,112.87,118.12,121.7,133.21,134.97,115.79,95.49,81.85,68.56,46.95
201000033,성우운수(주),909,좌석형시내버스,839,458,381,2390,2390,0,"시내,마을",일반,경기도 수원시 서둔동,1.0,1.0,,1.0,,,,126.9842711,37.27339257,농촌진흥청,162.0,116.0,82.0,70.0,71.0,147.0,295.0,452.0,651.0,550.0,513.0,528.0,553.0,578.0,592.0,622.0,665.0,726.0,733.0,599.0,488.0,420.0,342.0,242.0
201000033,경원여객,110,좌석형시내버스,1552,911,641,2173,2173,0,"시내,마을",일반,경기도 수원시 서둔동,1.0,1.0,,1.0,,,,126.9842711,37.27339257,농촌진흥청,162.0,116.0,82.0,70.0,71.0,147.0,295.0,452.0,651.0,550.0,513.0,528.0,553.0,578.0,592.0,622.0,665.0,726.0,733.0,599.0,488.0,420.0,342.0,242.0
201000033,수원여객,13,일반형시내버스,8805,4848,3957,7001,7001,0,"시내,마을",일반,경기도 수원시 서둔동,1.0,1.0,,1.0,,,,126.9842711,37.27339257,농촌진흥청,162.25,116.8,82.06,70.42,71.26,147.71,295.09,452.64,651.3,550.35,513.97,528.02,553.6800000000001,578.61,592.51,622.69,665.1800000000001,726.0900000000001,733.8299999999999,599.08,488.69000000000005,420.54,342.1,242.49
201000033,수원여객,7,일반형시내버스,4049,1505,2544,2325,2325,0,"시내,마을",일반,경기도 수원시 서둔동,1.0,1.0,,1.0,,,,126.9842711,37.27339257,농촌진흥청,162.25,116.8,82.06,70.42,71.26,147.71,295.09,452.64,651.3,550.35,513.97,528.02,553.6800000000001,578.61,592.51,622.69,665.1800000000001,726.0900000000001,733.8299999999999,599.08,488.69000000000005,420.54,342.1,242.49
201000033,용남고속,9,일반형시내버스,2921,1510,1411,5385,5385,0,"시내,마을",일반,경기도 수원시 서둔동,1.0,1.0,,1.0,,,,126.9842711,37.27339257,농촌진흥청,162.25,116.8,82.06,70.42,71.26,147.71,295.09,452.64,651.3,550.35,513.97,528.02,553.6800000000001,578.61,592.51,622.69,665.1800000000001,726.0900000000001,733.8299999999999,599.08,488.69000000000005,420.54,342.1,242.49
201000034,대원고속,1009,직행좌석형시내버스,2828,2599,229,2520,2520,0,"시내,마을,시외",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9788366,37.27673716,웃거리,247.0,175.0,127.0,106.0,101.0,248.0,479.0,740.0,1048.0,958.0,946.0,1012.0,1110.0,1128.0,1169.0,1231.0,1362.0,1515.0,1582.0,1228.0,943.0,788.0,589.0,395.0
201000034,(주)용남고속버스라인,3003,직행좌석형시내버스,4972,4584,388,4211,4211,0,"시내,마을,시외",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9788366,37.27673716,웃거리,247.0,175.0,127.0,106.0,101.0,248.0,479.0,740.0,1048.0,958.0,946.0,1012.0,1110.0,1128.0,1169.0,1231.0,1362.0,1515.0,1582.0,1228.0,943.0,788.0,589.0,395.0
201000034,수원여객,37,일반형시내버스,1501,1409,92,748,748,0,"시내,마을,시외",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9788366,37.27673716,웃거리,247.39,175.32999999999998,127.35,106.99,101.99,248.87,479.75,740.3,1048.34,958.8,946.0,1012.67,1110.34,1128.72,1169.21,1231.62,1362.85,1515.4900000000002,1582.2400000000002,1228.81,943.85,788.4200000000001,589.1400000000001,395.49
201000034,수원여객,92,일반형시내버스,6262,5687,575,3913,3913,0,"시내,마을,시외",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9788366,37.27673716,웃거리,247.39,175.32999999999998,127.35,106.99,101.99,248.87,479.75,740.3,1048.34,958.8,946.0,1012.67,1110.34,1128.72,1169.21,1231.62,1362.85,1515.4900000000002,1582.2400000000002,1228.81,943.85,788.4200000000001,589.1400000000001,395.49
201000034,용남고속,92,일반형시내버스,2621,2371,250,3255,3255,0,"시내,마을,시외",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9788366,37.27673716,웃거리,247.39,175.32999999999998,127.35,106.99,101.99,248.87,479.75,740.3,1048.34,958.8,946.0,1012.67,1110.34,1128.72,1169.21,1231.62,1362.85,1515.4900000000002,1582.2400000000002,1228.81,943.85,788.4200000000001,589.1400000000001,395.49
201000035,대원고속,1009,직행좌석형시내버스,2776,2572,204,3762,3762,0,"시내,마을",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9742361,37.28093129,구운오거리.경기중소기업성장지원센터,524.0,416.0,276.0,232.0,266.0,546.0,1001.0,1483.0,1906.0,1729.0,1651.0,1872.0,2083.0,2077.0,2063.0,2173.0,2464.0,3122.0,3316.0,2542.0,1780.0,1494.0,1176.0,837.0
201000035,(주)용남고속버스라인,3003,직행좌석형시내버스,4806,4494,312,5648,5648,0,"시내,마을",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9742361,37.28093129,구운오거리.경기중소기업성장지원센터,524.0,416.0,276.0,232.0,266.0,546.0,1001.0,1483.0,1906.0,1729.0,1651.0,1872.0,2083.0,2077.0,2063.0,2173.0,2464.0,3122.0,3316.0,2542.0,1780.0,1494.0,1176.0,837.0
201000035,수원여객,37,일반형시내버스,1708,1624,84,747,747,0,"시내,마을",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9742361,37.28093129,구운오거리.경기중소기업성장지원센터,524.23,416.02,276.03,232.00000000000003,266.6,546.55,1001.75,1483.11,1906.29,1729.79,1651.52,1872.74,2083.98,2077.89,2063.83,2173.61,2464.56,3122.09,3316.15,2542.2,1780.9299999999998,1494.12,1176.16,837.22
201000035,수원여객,92,일반형시내버스,6667,6014,653,4289,4289,0,"시내,마을",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9742361,37.28093129,구운오거리.경기중소기업성장지원센터,524.23,416.02,276.03,232.00000000000003,266.6,546.55,1001.75,1483.11,1906.29,1729.79,1651.52,1872.74,2083.98,2077.89,2063.83,2173.61,2464.56,3122.09,3316.15,2542.2,1780.9299999999998,1494.12,1176.16,837.22
201000035,용남고속,92,일반형시내버스,3069,2758,311,4171,4171,0,"시내,마을",일반,경기도 수원시 구운동,1.0,1.0,1.0,,,,,126.9742361,37.28093129,구운오거리.경기중소기업성장지원센터,524.23,416.02,276.03,232.00000000000003,266.6,546.55,1001.75,1483.11,1906.29,1729.79,1651.52,1872.74,2083.98,2077.89,2063.83,2173.61,2464.56,3122.09,3316.15,2542.2,1780.9299999999998,1494.12,1176.16,837.22
201000036,성우운수(주),909,좌석형시내버스,621,518,103,1627,1627,0,시내,일반,경기도 수원시 구운동,1.0,1.0,,,1.0,,,126.9685959,37.28487933,구운사거리.농수산물유통센터,755.0,578.0,443.0,397.0,424.0,746.0,1353.0,2209.0,2782.0,2616.0,2762.0,3109.0,3463.0,3550.0,3611.0,3689.0,3924.0,4382.0,4476.0,3487.0,2514.0,1989.0,1526.0,1088.0
201000036,경원여객,110,좌석형시내버스,904,808,96,1776,1776,0,시내,일반,경기도 수원시 구운동,1.0,1.0,,,1.0,,,126.9685959,37.28487933,구운사거리.농수산물유통센터,755.0,578.0,443.0,397.0,424.0,746.0,1353.0,2209.0,2782.0,2616.0,2762.0,3109.0,3463.0,3550.0,3611.0,3689.0,3924.0,4382.0,4476.0,3487.0,2514.0,1989.0,1526.0,1088.0
201000036,용남고속,123D,맞춤형시내버스,0,0,0,3,3,0,시내,일반,경기도 수원시 구운동,1.0,1.0,,,1.0,,,126.9685959,37.28487933,구운사거리.농수산물유통센터,755.4300000000001,578.12,443.08,397.41,424.05,746.4499999999999,1353.59,2209.57,2782.01,2616.04,2762.86,3109.75,3463.64,3550.0,3611.5,3689.02,3924.56,4382.7,4476.48,3487.64,2514.0600000000004,1989.37,1526.3000000000002,1088.61
201000036,태화상운,707,좌석형시내버스,30,21,9,1063,1063,0,시내,일반,경기도 수원시 구운동,1.0,1.0,,,1.0,,,126.9685959,37.28487933,구운사거리.농수산물유통센터,755.4300000000001,578.12,443.08,397.41,424.05,746.4499999999999,1353.59,2209.57,2782.01,2616.04,2762.86,3109.75,3463.64,3550.0,3611.5,3689.02,3924.56,4382.7,4476.48,3487.64,2514.0600000000004,1989.37,1526.3000000000002,1088.61
201000040,삼경운수(주),300,좌석형시내버스,3030,1142,1888,2161,2161,0,시내,일반,경기도 수원시 곡선동,1.0,1.0,1.0,,,,,127.0214469,37.23301861,비상활주로.곡반정동입구,221.0,135.0,111.0,103.0,129.0,288.0,645.0,1142.0,1379.0,1031.0,1039.0,1014.0,1008.0,1078.0,1185.0,1175.0,1392.0,1611.0,1722.0,1209.0,972.0,682.0,511.0,354.0
201000040,수원여객,20,일반형시내버스,2774,1017,1757,1296,1296,0,시내,일반,경기도 수원시 곡선동,1.0,1.0,1.0,,,,,127.0214469,37.23301861,비상활주로.곡반정동입구,221.5,135.57,111.56,103.74,129.61,288.58000000000004,645.79,1142.0500000000002,1379.27,1031.35,1039.23,1014.75,1008.17,1078.73,1185.86,1175.66,1392.79,1611.56,1722.62,1209.96,972.37,682.66,511.53,354.81
201000040,수원여객,81,일반형시내버스,2410,859,1551,1773,1773,0,시내,일반,경기도 수원시 곡선동,1.0,1.0,1.0,,,,,127.0214469,37.23301861,비상활주로.곡반정동입구,221.5,135.57,111.56,103.74,129.61,288.58000000000004,645.79,1142.0500000000002,1379.27,1031.35,1039.23,1014.75,1008.17,1078.73,1185.86,1175.66,1392.79,1611.56,1722.62,1209.96,972.37,682.66,511.53,354.81
201000041,삼경운수(주),300,좌석형시내버스,137,125,12,863,863,0,시내,일반,경기도 수원시 권선2동,1.0,1.0,1.0,,,,,127.0173009,37.24286962,공군관사,220.0,207.0,156.0,135.0,161.0,251.0,494.0,780.0,1011.0,808.0,709.0,720.0,725.0,769.0,820.0,856.0,967.0,1079.0,1184.0,895.0,691.0,564.0,438.0,349.0
201000041,수원여객,81,일반형시내버스,244,210,34,464,464,0,시내,일반,경기도 수원시 권선2동,1.0,1.0,1.0,,,,,127.0173009,37.24286962,공군관사,220.34,207.6,156.6,135.79,161.18,251.59,494.72,780.81,1011.39,808.11,709.13,720.1700000000001,725.3699999999999,769.65,820.8299999999999,856.5900000000001,967.68,1079.33,1184.24,895.89,691.29,564.8199999999999,438.42,349.93
201000042,삼경운수(주),300,좌석형시내버스,1398,1169,229,1245,1245,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0178134,37.24892357,권선중학교,622.0,543.0,450.0,415.0,444.0,654.0,1160.0,1680.0,2088.0,1808.0,1803.0,1858.0,1902.0,1975.0,2091.0,2206.0,2354.0,2549.0,2633.0,2161.0,1697.0,1413.0,1083.0,886.0
201000042,수원여객,81,일반형시내버스,750,538,212,1123,1123,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0178134,37.24892357,권선중학교,622.4100000000001,543.99,450.68,415.73,444.0700000000001,654.7399999999999,1160.58,1680.01,2088.29,1808.4,1803.68,1858.84,1902.14,1975.48,2091.88,2206.27,2354.65,2549.16,2633.13,2161.86,1697.39,1413.59,1083.77,886.38
201000043,삼경운수(주),300,좌석형시내버스,10913,9883,1030,7422,7422,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0190299,37.25123244,수원버스터미널,325.0,250.0,211.0,198.0,204.0,307.0,603.0,902.0,1080.0,1010.0,1062.0,1110.0,1144.0,1176.0,1252.0,1317.0,1374.0,1437.0,1491.0,1260.0,984.0,805.0,603.0,447.0
201000043,수원여객,81,일반형시내버스,6080,5518,562,9167,9167,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0190299,37.25123244,수원버스터미널,325.89,250.14,211.41,198.7,204.54,307.22,603.23,902.95,1080.84,1010.16,1062.73,1110.57,1144.31,1176.31,1252.14,1317.41,1374.08,1437.71,1491.0,1260.4699999999998,984.77,805.4000000000001,603.22,447.19
201000044,성우운수(주),301,일반형시내버스,1181,1059,122,3434,3434,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.012492,37.2492085,신곡동,133.0,106.0,85.0,76.0,84.0,178.0,295.0,523.0,703.0,582.0,579.0,640.0,637.0,661.0,685.0,729.0,836.0,1051.0,1187.0,842.0,595.0,466.0,339.0,237.0
201000044,수원여객,20,일반형시내버스,1397,1183,214,3005,3005,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.012492,37.2492085,신곡동,133.15,106.82,85.72000000000001,76.98,84.59,178.55,295.20000000000005,523.91,703.07,582.75,579.27,640.2900000000001,637.5,661.91,685.0699999999999,729.13,836.48,1051.39,1187.9999999999998,842.7,595.13,466.9,339.27,237.62
201000044,수원여객,82_1,일반형시내버스,1528,1330,198,2764,2764,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.012492,37.2492085,신곡동,133.15,106.82,85.72000000000001,76.98,84.59,178.55,295.20000000000005,523.91,703.07,582.75,579.27,640.2900000000001,637.5,661.91,685.0699999999999,729.13,836.48,1051.39,1187.9999999999998,842.7,595.13,466.9,339.27,237.62
201000045,남양여객,5_2,일반형시내버스,1472,1125,347,3240,3240,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0099438,37.25439261,세류사거리,140.0,101.0,79.0,67.0,80.0,162.0,344.0,644.0,855.0,679.0,643.0,637.0,622.0,714.0,730.0,749.0,841.0,1135.0,1271.0,936.0,712.0,528.0,406.0,251.0
201000045,수원여객,5,일반형시내버스,877,735,142,1564,1564,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0099438,37.25439261,세류사거리,140.51,101.73,79.06,67.54,80.35,162.01999999999998,344.36,644.8299999999999,855.0699999999999,679.4100000000001,643.78,637.8399999999999,622.6,714.1700000000001,730.71,749.0,841.12,1135.99,1271.27,936.53,712.91,528.76,406.06,251.65
201000045,수원여객,7_1,일반형시내버스,2165,1878,287,4262,4262,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0099438,37.25439261,세류사거리,140.51,101.73,79.06,67.54,80.35,162.01999999999998,344.36,644.8299999999999,855.0699999999999,679.4100000000001,643.78,637.8399999999999,622.6,714.1700000000001,730.71,749.0,841.12,1135.99,1271.27,936.53,712.91,528.76,406.06,251.65
201000045,용남고속,88_1,일반형시내버스,462,404,58,847,847,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0099438,37.25439261,세류사거리,140.51,101.73,79.06,67.54,80.35,162.01999999999998,344.36,644.8299999999999,855.0699999999999,679.4100000000001,643.78,637.8399999999999,622.6,714.1700000000001,730.71,749.0,841.12,1135.99,1271.27,936.53,712.91,528.76,406.06,251.65
201000046,남양여객,5_2,일반형시내버스,1266,1149,117,4062,4062,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0085253,37.25512474,새터마을,246.0,203.0,167.0,161.0,175.0,287.0,509.0,838.0,1129.0,881.0,829.0,850.0,851.0,907.0,955.0,997.0,1096.0,1422.0,1696.0,1243.0,845.0,672.0,507.0,373.0
201000046,수원여객,5,일반형시내버스,635,603,32,1795,1795,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0085253,37.25512474,새터마을,246.93,203.95,167.08,161.92000000000002,175.54,287.96000000000004,509.26,838.26,1129.52,881.4300000000001,829.72,850.09,851.66,907.94,955.9,997.37,1096.99,1422.72,1696.66,1243.43,845.67,672.22,507.49,373.8
201000046,수원여객,7_1,일반형시내버스,1936,1854,82,4734,4734,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0085253,37.25512474,새터마을,246.93,203.95,167.08,161.92000000000002,175.54,287.96000000000004,509.26,838.26,1129.52,881.4300000000001,829.72,850.09,851.66,907.94,955.9,997.37,1096.99,1422.72,1696.66,1243.43,845.67,672.22,507.49,373.8
201000046,용남고속,88_1,일반형시내버스,451,436,15,927,927,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0085253,37.25512474,새터마을,246.93,203.95,167.08,161.92000000000002,175.54,287.96000000000004,509.26,838.26,1129.52,881.4300000000001,829.72,850.09,851.66,907.94,955.9,997.37,1096.99,1422.72,1696.66,1243.43,845.67,672.22,507.49,373.8
201000047,남양여객,5_2,일반형시내버스,896,843,53,2984,2984,0,시내,일반,경기도 수원시 세류1동,1.0,1.0,1.0,,,,,127.0054013,37.25853316,세류중학교.아세아시멘트,86.0,66.0,52.0,47.0,52.0,89.0,189.0,282.0,380.0,299.0,297.0,293.0,295.0,325.0,333.0,348.0,377.0,425.0,549.0,406.0,298.0,242.0,195.0,141.0
201000047,수원여객,5,일반형시내버스,398,383,15,1302,1302,0,시내,일반,경기도 수원시 세류1동,1.0,1.0,1.0,,,,,127.0054013,37.25853316,세류중학교.아세아시멘트,86.23,66.24000000000001,52.43,47.66,52.97,89.73,189.81,282.99,380.15,299.51,297.24,293.76,295.94000000000005,325.57000000000005,333.85,348.91,377.3,425.9500000000001,549.6,406.11,298.51,242.01,195.58,141.7
201000047,수원여객,7_1,일반형시내버스,970,897,73,3196,3196,0,시내,일반,경기도 수원시 세류1동,1.0,1.0,1.0,,,,,127.0054013,37.25853316,세류중학교.아세아시멘트,86.23,66.24000000000001,52.43,47.66,52.97,89.73,189.81,282.99,380.15,299.51,297.24,293.76,295.94000000000005,325.57000000000005,333.85,348.91,377.3,425.9500000000001,549.6,406.11,298.51,242.01,195.58,141.7
201000047,용남고속,88_1,일반형시내버스,269,255,14,670,670,0,시내,일반,경기도 수원시 세류1동,1.0,1.0,1.0,,,,,127.0054013,37.25853316,세류중학교.아세아시멘트,86.23,66.24000000000001,52.43,47.66,52.97,89.73,189.81,282.99,380.15,299.51,297.24,293.76,295.94000000000005,325.57000000000005,333.85,348.91,377.3,425.9500000000001,549.6,406.11,298.51,242.01,195.58,141.7
201000048,남양여객,5_2,일반형시내버스,1840,1762,78,939,939,0,시내,일반,경기도 수원시 세류1동,1.0,1.0,,,1.0,,,127.0056121,37.25867434,세류중학교.아세아시멘트,80.0,63.0,50.0,42.0,47.0,75.0,139.0,191.0,258.0,223.0,226.0,229.0,232.0,249.0,263.0,278.0,306.0,334.0,409.0,322.0,251.0,208.0,174.0,125.0
201000048,수원여객,5,일반형시내버스,559,540,19,337,337,0,시내,일반,경기도 수원시 세류1동,1.0,1.0,,,1.0,,,127.0056121,37.25867434,세류중학교.아세아시멘트,80.24,63.09,50.68,42.89,47.86,75.32,139.34,191.7,258.79,223.84,226.67,229.53,232.56,249.26,263.97,278.86,306.68,334.63,409.03,322.31,251.6,208.22000000000003,174.21,125.08
201000048,수원여객,7_1,일반형시내버스,1338,1279,59,1060,1060,0,시내,일반,경기도 수원시 세류1동,1.0,1.0,,,1.0,,,127.0056121,37.25867434,세류중학교.아세아시멘트,80.24,63.09,50.68,42.89,47.86,75.32,139.34,191.7,258.79,223.84,226.67,229.53,232.56,249.26,263.97,278.86,306.68,334.63,409.03,322.31,251.6,208.22000000000003,174.21,125.08
201000048,용남고속,88_1,일반형시내버스,291,274,17,177,177,0,시내,일반,경기도 수원시 세류1동,1.0,1.0,,,1.0,,,127.0056121,37.25867434,세류중학교.아세아시멘트,80.24,63.09,50.68,42.89,47.86,75.32,139.34,191.7,258.79,223.84,226.67,229.53,232.56,249.26,263.97,278.86,306.68,334.63,409.03,322.31,251.6,208.22000000000003,174.21,125.08
201000049,남양여객,5_2,일반형시내버스,5807,5652,155,1190,1190,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0086243,37.25569229999999,새터마을,76.0,52.0,42.0,35.0,40.0,81.0,153.0,323.0,466.0,357.0,341.0,351.0,355.0,379.0,402.0,420.0,456.0,614.0,762.0,541.0,357.0,281.0,211.0,116.0
201000049,수원여객,5,일반형시내버스,1645,1607,38,487,487,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0086243,37.25569229999999,새터마을,76.67,52.55,42.8,35.31,40.91,81.41000000000001,153.07,323.31999999999994,466.43,357.41,341.97,351.04,355.3,379.43000000000006,402.55,420.55,456.72,614.89,762.85,541.81,357.73999999999995,281.78,211.1,116.72
201000049,수원여객,7_1,일반형시내버스,4017,3916,101,1262,1262,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0086243,37.25569229999999,새터마을,76.67,52.55,42.8,35.31,40.91,81.41000000000001,153.07,323.31999999999994,466.43,357.41,341.97,351.04,355.3,379.43000000000006,402.55,420.55,456.72,614.89,762.85,541.81,357.73999999999995,281.78,211.1,116.72
201000049,용남고속,88_1,일반형시내버스,921,904,17,234,234,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0086243,37.25569229999999,새터마을,76.67,52.55,42.8,35.31,40.91,81.41000000000001,153.07,323.31999999999994,466.43,357.41,341.97,351.04,355.3,379.43000000000006,402.55,420.55,456.72,614.89,762.85,541.81,357.73999999999995,281.78,211.1,116.72
201000050,남양여객,5_2,일반형시내버스,6851,6149,702,2983,2983,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0103201,37.25469051,세류사거리,62.0,40.0,30.0,25.0,30.0,71.0,175.0,340.0,462.0,364.0,339.0,341.0,339.0,376.0,387.0,401.0,441.0,592.0,687.0,497.0,347.0,265.0,199.0,106.0
201000050,수원여객,5,일반형시내버스,1889,1607,282,892,892,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0103201,37.25469051,세류사거리,62.89,40.43,30.31,25.01,30.94,71.82,175.96,340.86,462.7600000000001,364.17,339.87,341.06,339.23,376.71,387.73,401.98,441.63,592.65,687.59,497.49,347.97,265.69,199.02,106.2
201000050,수원여객,7_1,일반형시내버스,4960,4271,689,2475,2475,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0103201,37.25469051,세류사거리,62.89,40.43,30.31,25.01,30.94,71.82,175.96,340.86,462.7600000000001,364.17,339.87,341.06,339.23,376.71,387.73,401.98,441.63,592.65,687.59,497.49,347.97,265.69,199.02,106.2
201000050,용남고속,88_1,일반형시내버스,1183,982,201,503,503,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0103201,37.25469051,세류사거리,62.89,40.43,30.31,25.01,30.94,71.82,175.96,340.86,462.7600000000001,364.17,339.87,341.06,339.23,376.71,387.73,401.98,441.63,592.65,687.59,497.49,347.97,265.69,199.02,106.2
201000051,성우운수(주),301,일반형시내버스,3611,3442,169,1050,1050,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.012547,37.24977007,신곡동,76.0,62.0,53.0,48.0,52.0,100.0,147.0,272.0,402.0,326.0,323.0,352.0,339.0,351.0,371.0,396.0,461.0,557.0,656.0,506.0,355.0,275.0,202.0,144.0
201000051,수원여객,20,일반형시내버스,2924,2682,242,876,876,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.012547,37.24977007,신곡동,76.33,62.6,53.25,48.77,52.28,100.49,147.44,272.33000000000004,402.84,326.76,323.96000000000004,352.39,339.55,351.15,371.39,396.99,461.14,557.7,656.1800000000001,506.3200000000001,355.33,275.75,202.86,144.74
201000051,수원여객,82_1,일반형시내버스,2692,2491,201,1305,1305,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.012547,37.24977007,신곡동,76.33,62.6,53.25,48.77,52.28,100.49,147.44,272.33000000000004,402.84,326.76,323.96000000000004,352.39,339.55,351.15,371.39,396.99,461.14,557.7,656.1800000000001,506.3200000000001,355.33,275.75,202.86,144.74
201000052,성우운수(주),301,일반형시내버스,6474,4720,1754,3754,3754,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0147048,37.24442836,세류역,321.0,221.0,181.0,162.0,191.0,408.0,977.0,1435.0,1566.0,1273.0,1159.0,1129.0,1197.0,1219.0,1278.0,1283.0,1533.0,1848.0,2196.0,1696.0,1314.0,1078.0,854.0,631.0
201000052,수원여객,20,일반형시내버스,7902,4473,3429,7272,7272,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0147048,37.24442836,세류역,321.81,221.22,181.81,162.83999999999995,191.04,408.18,977.88,1435.9500000000005,1566.36,1273.72,1159.06,1129.93,1197.94,1219.79,1278.16,1283.15,1533.5700000000002,1848.03,2196.74,1696.71,1314.5200000000002,1078.15,854.4399999999999,631.4599999999999
201000052,수원여객,82_1,일반형시내버스,10800,4213,6587,13791,13791,0,시내,일반,경기도 수원시 세류2동,1.0,1.0,1.0,,,,,127.0147048,37.24442836,세류역,321.81,221.22,181.81,162.83999999999995,191.04,408.18,977.88,1435.9500000000005,1566.36,1273.72,1159.06,1129.93,1197.94,1219.79,1278.16,1283.15,1533.5700000000002,1848.03,2196.74,1696.71,1314.5200000000002,1078.15,854.4399999999999,631.4599999999999
201000055,성남시내버스(주),4000,직행좌석형시내버스,0,0,0,61,61,0,시내,일반,경기도 수원시 권선1동,,1.0,,1.0,,,,127.029815,37.25675503,농수산물시장,200.0,162.0,131.0,123.0,150.0,190.0,296.0,511.0,670.0,645.0,641.0,684.0,715.0,719.0,756.0,778.0,810.0,853.0,915.0,755.0,578.0,511.0,408.0,283.0
201000055,(주)용남고속버스라인,7002,직행좌석형시내버스,0,0,0,69,69,0,시내,일반,경기도 수원시 권선1동,,1.0,,1.0,,,,127.029815,37.25675503,농수산물시장,200.0,162.0,131.0,123.0,150.0,190.0,296.0,511.0,670.0,645.0,641.0,684.0,715.0,719.0,756.0,778.0,810.0,853.0,915.0,755.0,578.0,511.0,408.0,283.0
201000055,수원여객,13_1,일반형시내버스,3073,2953,120,3592,3592,0,시내,일반,경기도 수원시 권선1동,,1.0,,1.0,,,,127.029815,37.25675503,농수산물시장,200.39,162.70000000000002,131.36,123.67000000000002,150.95,190.14,296.79,511.92,670.93,645.0999999999999,641.21,684.02,715.9300000000001,719.33,756.49,778.0899999999999,810.58,853.9000000000001,915.83,755.52,578.46,511.34,408.99,283.53000000000003
